order_id,customer_name,email,category,price,quantity,order_date,payment_status,customer_rating
1245,Emma Wilson,alice@invalid,,165.21322176308806,6,2024-02-14,Refunded,5
1823,,,books,195.75608384924874,7,2023-11-20,Refunded,5
1322,Maria Garcia,,,26.262783735588847,8,,failed,4
1644,John Doe,not-an-email,clothing,108.23251260891736,8,2024/02/20,paid,2
1159,John Doe,maria@email.com,Books,335.2569462260387,4,15-03-2024,pending,2
1978,Michael Brown  ,jane@email.com,Home & Garden,,,15-03-2024,failed,
1430,  Bob Johnson  ,bob@email.com,clothing,309.28223482712644,9,2024-02-14,paid,2
1942,Maria Garcia,alice@invalid,home & garden,472.4137804819082,3,2026-12-31,failed,3
1463,,,clothing,161.59263175276322,6,2024-01-01,Refunded,2
1310,,maria@email.com,Clothing,346.30032637618774,6,2024/02/20,Failed,2
1698,jane smith,,home & garden,47.66241688532012,2,,Paid,5
1061,ALICE WONG,bob@email.com,electronics,11.576949166096554,8,15-03-2024,Unknown,5
1885,Michael Brown  ,alice@invalid,home & garden,392.8477093161795,9,2024-01-01,Paid,3
1596,  Bob Johnson  ,alice@invalid,Books,227.58143710907942,7,,failed,2
1768,Michael Brown  ,,Home & Garden,251.96887982389504,7,2024-01-15,pending,3
1650,Maria Garcia,,Home & Garden,40.60422087334501,3,2024-01-01,Paid,5
1651,Emma Wilson,john@email.com,Electronics,442.8977338631697,5,2024-02-14,Paid,3
1866,John Doe,bob@email.com,clothing,42.19048088763923,2,2024/02/20,pending,3
1669,Maria Garcia,john@email.com,Books,498.9322192841693,2,2023-11-20,Paid,2
1299,Maria Garcia,not-an-email,ELECTRONICS,376.92490511202016,1,2026-12-31,paid,1
1690,jane smith,john@email.com,Books,180.92206164504486,3,2024-02-14,Unknown,3
1315,ALICE WONG,,ELECTRONICS,420.1501513690406,3,2024-02-14,Refunded,4
1311,Michael Brown  ,alice@invalid,,44.12416259957881,1,2023-11-20,pending,1
1362,John Doe,alice@invalid,clothing,57.301890395766,1,2026-12-31,Failed,5
1480,  Bob Johnson  ,jane@email.com,Clothing,378.0772434261249,2,2026-12-31,Pending,1
1111,Michael Brown  ,jane@email.com,Electronics,417.531551401129,8,2024-01-15,Unknown,1
1990,Michael Brown  ,bob@email.com,books,,,,pending,
1487,ALICE WONG,,home & garden,187.34079551055385,5,2024/02/20,Pending,3
1364,jane smith,not-an-email,ELECTRONICS,16.077977775884246,5,,,1
1255,John Doe,john@email.com,Electronics,84.5310987789137,3,2024-02-14,PAID,2
1260,ALICE WONG,,electronics,403.7657323663522,8,2026-12-31,failed,5
1803,John Doe,bob@email.com,electronics,342.12846815192165,9,2026-12-31,failed,3
1678,Michael Brown  ,maria@email.com,Books,379.17968190591483,6,15-03-2024,paid,5
1495,Maria Garcia,,Home & Garden,69.07362403780823,1,2023-11-20,Pending,5
1671,John Doe,maria@email.com,books,415.94995673006736,6,2023-11-20,paid,4
1378,John Doe,john@email.com,books,48.694889473506024,9,,Pending,1
1527,ALICE WONG,maria@email.com,home & garden,304.52634173211413,6,2024-02-14,Failed,4
1846,Maria Garcia,,clothing,68.90154226908236,2,2024-02-14,Pending,1
1138,John Doe,john@email.com,,37.956813364114616,1,2024-01-15,Paid,4
1356,Emma Wilson,not-an-email,ELECTRONICS,416.403385780835,1,2024/02/20,Unknown,4
1366,Emma Wilson,jane@email.com,,157.61997777240018,2,15-03-2024,failed,1
1943,Michael Brown  ,jane@email.com,Books,480.46644615866916,8,2023-11-20,Failed,1
1750,jane smith,alice@invalid,Books,421.27586125444117,2,2024-01-01,pending,1
1949,,,electronics,361.98227593228194,3,2026-12-31,failed,2
1830,Michael Brown  ,,clothing,270.159462421926,5,2024/02/20,Unknown,5
1657,Emma Wilson,,Books,243.65329947573036,2,2024-02-14,Paid,5
1200,ALICE WONG,jane@email.com,electronics,40.51382188212395,2,2023-11-20,PAID,5
1214,Emma Wilson,john@email.com,ELECTRONICS,440.9951089262493,5,2024-01-01,Refunded,4
1409,  Bob Johnson  ,not-an-email,Clothing,261.0582509974374,7,15-03-2024,Refunded,1
1333,  Bob Johnson  ,maria@email.com,home & garden,284.6159091804156,4,15-03-2024,,4
1209,,bob@email.com,clothing,171.8053817870338,5,2024/02/20,pending,5
1614,jane smith,maria@email.com,Clothing,271.3594480950277,5,2024-02-14,Paid,5
1079,Emma Wilson,not-an-email,Home & Garden,47.75855677582227,6,,failed,4
1030,  Bob Johnson  ,not-an-email,Home & Garden,58.597268797735794,8,2024-01-15,Refunded,1
1536,,maria@email.com,,85.68527613942865,6,2024-01-01,Pending,2
1696,  Bob Johnson  ,not-an-email,,266.0625336750051,6,2024-01-15,Paid,4
1558,,not-an-email,Books,25.168337550478327,1,2023-11-20,paid,5
1837,ALICE WONG,maria@email.com,electronics,162.81329037927276,8,2023-11-20,PAID,2
1597,Maria Garcia,not-an-email,Home & Garden,316.8548174963213,5,2024-01-01,Refunded,1
1166,John Doe,,Clothing,368.1022728405576,1,2024-01-01,Paid,4
1919,  Bob Johnson  ,maria@email.com,books,112.50087804988463,8,2024-01-01,Paid,4
1496,Emma Wilson,,clothing,452.20212057006245,1,2024-01-15,failed,2
1825,Michael Brown  ,jane@email.com,Clothing,19.470539149624507,4,2023-11-20,Pending,1
1066,jane smith,jane@email.com,ELECTRONICS,298.21911080471136,9,,Failed,4
1142,John Doe,jane@email.com,books,454.06474445530796,1,2024-02-14,failed,5
1926,ALICE WONG,maria@email.com,clothing,480.7072180014679,5,15-03-2024,,2
1828,jane smith,alice@invalid,,251.50364637924883,1,,Unknown,4
1656,Maria Garcia,maria@email.com,home & garden,19.366886270584374,3,2026-12-31,paid,1
1332,John Doe,jane@email.com,clothing,338.6588328338587,7,2024-02-14,PAID,4
1665,John Doe,alice@invalid,ELECTRONICS,146.592337483131,5,2024/02/20,paid,5
1250,ALICE WONG,bob@email.com,Electronics,78.94864874389162,4,2024-01-01,Pending,4
1908,ALICE WONG,,Electronics,255.2957498658067,4,2024-01-15,Unknown,3
1709,Michael Brown  ,maria@email.com,ELECTRONICS,465.3217462796084,3,15-03-2024,Pending,4
1306,Maria Garcia,not-an-email,ELECTRONICS,320.7296477649111,1,2023-11-20,PAID,4
1735,jane smith,bob@email.com,electronics,389.9196136975364,3,2024/02/20,Failed,4
1976,jane smith,alice@invalid,,,,2024-01-01,Pending,
1050,,john@email.com,clothing,159.7460655902053,7,2024/02/20,PAID,3
1897,,alice@invalid,home & garden,446.16915732404715,1,2026-12-31,,5
1003,Maria Garcia,john@email.com,books,277.0631902594998,3,,Unknown,2
1545,John Doe,bob@email.com,Clothing,306.8318322318183,4,2023-11-20,PAID,5
1351,  Bob Johnson  ,john@email.com,Clothing,404.40432065230493,1,2026-12-31,pending,5
1905,ALICE WONG,john@email.com,Books,479.3877193178175,4,2026-12-31,Unknown,1
1537,Michael Brown  ,jane@email.com,electronics,22.46940235381793,4,15-03-2024,Failed,1
1345,ALICE WONG,,home & garden,459.8575105775838,6,2024-02-14,,2
1995,  Bob Johnson  ,bob@email.com,clothing,9597.655123280249,0,2023-11-20,Failed,
1482,,not-an-email,Electronics,49.28820690013269,5,2024-02-14,PAID,1
1576,,jane@email.com,books,198.90083332109194,9,2024/02/20,paid,4
1034,jane smith,john@email.com,,281.99162515812026,3,,Refunded,5
1032,John Doe,jane@email.com,Clothing,402.0347746625882,5,2023-11-20,Failed,4
1232,  Bob Johnson  ,alice@invalid,electronics,109.84556497256766,7,2024-01-01,paid,2
1964,Emma Wilson,bob@email.com,,-37.133200413618056,-2,2026-12-31,Unknown,7
1193,John Doe,jane@email.com,ELECTRONICS,473.3920920301383,9,2024-02-14,failed,5
1334,ALICE WONG,alice@invalid,,64.38483991460572,1,2024-01-01,PAID,4
1004,Emma Wilson,john@email.com,Clothing,492.48817236700904,1,2024-01-01,Failed,5
1205,  Bob Johnson  ,maria@email.com,electronics,395.27631769817623,4,2024-01-15,Unknown,1
1515,jane smith,maria@email.com,clothing,144.93677538515507,3,,,4
1800,ALICE WONG,alice@invalid,Clothing,241.41808403986104,2,2024/02/20,Refunded,1
1307,  Bob Johnson  ,maria@email.com,home & garden,71.86972336660634,4,,,4
1110,Emma Wilson,not-an-email,,21.85396430676407,5,2024-01-01,failed,5
1431,John Doe,not-an-email,clothing,147.5347756028274,6,2024-01-01,Pending,2
1078,  Bob Johnson  ,,ELECTRONICS,254.1452843090923,6,2024-02-14,Refunded,4
1085,Emma Wilson,maria@email.com,clothing,263.4618376563886,6,2024-01-01,pending,3
1287,John Doe,jane@email.com,electronics,185.32115000946646,3,15-03-2024,,2
1083,Maria Garcia,,,356.7636580230487,7,2023-11-20,Paid,3
1992,  Bob Johnson  ,john@email.com,Electronics,5592.513117990758,0,,,
1790,Emma Wilson,,Books,112.35253476253023,8,2026-12-31,Failed,5
1895,  Bob Johnson  ,,electronics,152.347207778996,5,2026-12-31,paid,4
1399,Michael Brown  ,,home & garden,222.95202082076878,7,2024/02/20,paid,1
1324,jane smith,not-an-email,ELECTRONICS,330.0497673603287,9,2024-01-01,failed,5
1520,jane smith,,ELECTRONICS,412.9869630974564,9,15-03-2024,failed,4
1917,jane smith,maria@email.com,,91.2173921118764,9,2024-02-14,Paid,4
1923,John Doe,jane@email.com,ELECTRONICS,398.6400082584023,7,2024-01-01,failed,2
1006,Michael Brown  ,bob@email.com,Electronics,31.15513054053572,1,2024/02/20,PAID,5
1732,John Doe,,Clothing,280.72547402986567,8,2024-01-15,failed,3
1466,Emma Wilson,john@email.com,Electronics,412.387158449611,8,2024-01-15,failed,3
1098,  Bob Johnson  ,bob@email.com,,321.72690870703406,2,2024-01-01,,3
1267,  Bob Johnson  ,jane@email.com,Books,91.31789869493466,9,2024/02/20,paid,1
1358,Michael Brown  ,maria@email.com,Books,437.6493813874027,6,2024/02/20,Refunded,5
1869,Emma Wilson,john@email.com,ELECTRONICS,247.1977641579988,4,15-03-2024,Refunded,3
1799,John Doe,not-an-email,Clothing,332.103206263363,8,2026-12-31,failed,1
1381,Michael Brown  ,alice@invalid,electronics,26.988430695976827,7,2024-01-01,paid,1
1632,  Bob Johnson  ,alice@invalid,Electronics,383.2811137750716,3,2024-01-01,pending,2
1382,,maria@email.com,books,295.5753491909099,6,2023-11-20,Refunded,4
1491,Michael Brown  ,bob@email.com,Home & Garden,457.510604312356,1,2024/02/20,failed,4
1119,Michael Brown  ,jane@email.com,clothing,422.54744772798625,1,15-03-2024,Unknown,3
1901,Maria Garcia,maria@email.com,clothing,13.842379478239241,9,2024-02-14,failed,1
1251,,,Home & Garden,108.98767751722008,9,2026-12-31,Paid,2
1524,Emma Wilson,jane@email.com,Electronics,166.24474097735802,2,2024-02-14,PAID,4
1010,jane smith,bob@email.com,electronics,410.71481162990307,5,2023-11-20,Paid,1
1197,jane smith,bob@email.com,Electronics,211.76511537640917,8,2024-01-15,PAID,4
1604,,john@email.com,home & garden,314.1236351140462,5,2024-01-01,Refunded,3
1082,  Bob Johnson  ,jane@email.com,Home & Garden,394.5995187846191,8,2024-02-14,Pending,1
1784,  Bob Johnson  ,jane@email.com,Electronics,33.61114607271515,6,15-03-2024,Failed,2
1588,ALICE WONG,alice@invalid,Books,38.24731527752219,3,,Paid,5
1798,Emma Wilson,maria@email.com,Home & Garden,113.87708680234245,5,2023-11-20,Pending,5
1240,Michael Brown  ,,Books,458.39413351945115,9,2024-01-01,Failed,3
1291,John Doe,not-an-email,Clothing,95.14318063651446,3,15-03-2024,failed,3
1212,Emma Wilson,,Clothing,110.39182433384916,6,2024-01-15,failed,2
1718,  Bob Johnson  ,,Electronics,185.32890121563895,8,2024/02/20,failed,3
1360,ALICE WONG,bob@email.com,electronics,354.8061289557899,7,2026-12-31,Refunded,4
1450,,alice@invalid,Clothing,258.63184997172635,6,,paid,5
1228,,bob@email.com,Books,412.83054869411046,1,2024-01-15,,2
1951,ALICE WONG,bob@email.com,ELECTRONICS,-24.375392658044504,-2,,Unknown,6
1947,Maria Garcia,maria@email.com,Home & Garden,89.21900375611133,2,,Unknown,3
1797,Maria Garcia,john@email.com,Clothing,426.67052054874875,7,2024-02-14,Paid,4
1502,Maria Garcia,alice@invalid,Books,154.56994675053656,9,2024/02/20,PAID,3
1465,  Bob Johnson  ,not-an-email,electronics,477.97965062764456,6,2024-02-14,Pending,3
1363,John Doe,john@email.com,Electronics,128.5279758468311,6,2024-02-14,paid,5
1469,Maria Garcia,bob@email.com,home & garden,35.056336906629355,1,15-03-2024,Refunded,4
1936,John Doe,maria@email.com,ELECTRONICS,45.80996539323735,3,2024-01-15,Paid,3
1429,John Doe,alice@invalid,Books,106.08787924181254,6,,paid,3
1008,Maria Garcia,bob@email.com,ELECTRONICS,74.54709899273533,4,15-03-2024,Pending,3
1156,jane smith,alice@invalid,home & garden,180.19822986683292,1,2026-12-31,failed,3
1542,jane smith,john@email.com,clothing,210.71815849866368,8,2023-11-20,,3
1441,John Doe,maria@email.com,electronics,290.30383525095743,7,2026-12-31,Unknown,5
1483,Maria Garcia,not-an-email,ELECTRONICS,183.83793299963227,7,2024-01-15,Failed,5
1423,,bob@email.com,clothing,32.367885296168026,5,2026-12-31,Refunded,1
1779,Michael Brown  ,bob@email.com,electronics,354.2448457520554,2,15-03-2024,Failed,5
1950,Maria Garcia,,electronics,131.19675475135085,7,15-03-2024,Paid,3
1335,,jane@email.com,Clothing,229.05721646514846,9,2023-11-20,Unknown,4
1577,Maria Garcia,john@email.com,books,176.78968108470778,8,2026-12-31,Failed,3
1935,Michael Brown  ,jane@email.com,ELECTRONICS,300.8448583356051,5,2024-01-15,Paid,4
1568,Michael Brown  ,maria@email.com,electronics,163.84369151490287,5,15-03-2024,Pending,3
1595,  Bob Johnson  ,alice@invalid,clothing,78.2063836593908,6,2024-01-01,failed,1
1531,John Doe,,electronics,91.76149883238888,4,2024-02-14,Failed,4
1582,John Doe,jane@email.com,,383.3318881763863,3,,PAID,5
1708,Michael Brown  ,jane@email.com,Clothing,403.70654421547346,6,2024/02/20,Failed,5
1449,Emma Wilson,not-an-email,Books,179.15933997282912,5,2024-01-15,failed,1
1454,,,home & garden,496.4802511095445,1,2023-11-20,failed,1
1229,John Doe,jane@email.com,Books,196.40580367870555,4,2023-11-20,,5
1353,John Doe,not-an-email,books,481.7770749662727,8,2023-11-20,Refunded,2
1729,Maria Garcia,alice@invalid,Books,359.836789928229,8,,paid,3
1213,Maria Garcia,john@email.com,books,440.1367382945,1,2024-01-01,PAID,1
1080,  Bob Johnson  ,john@email.com,electronics,38.689955329549804,5,2024-02-14,paid,2
1149,John Doe,jane@email.com,Clothing,248.9098848999583,4,2026-12-31,paid,5
1303,ALICE WONG,alice@invalid,Books,422.30930101153234,9,2024/02/20,failed,5
1629,Emma Wilson,not-an-email,Electronics,193.9116548806049,6,2026-12-31,Pending,3
1778,Michael Brown  ,jane@email.com,Home & Garden,475.87862678835563,4,2024-01-15,pending,5
1507,Michael Brown  ,alice@invalid,Home & Garden,283.73477426070843,6,15-03-2024,Unknown,3
1343,ALICE WONG,,Home & Garden,30.592090833988593,7,2024/02/20,pending,3
1486,,maria@email.com,Home & Garden,342.54827876955676,7,2023-11-20,Refunded,3
1712,jane smith,bob@email.com,,167.53289361146216,5,15-03-2024,,2
1134,Maria Garcia,not-an-email,Home & Garden,378.1737921542324,2,15-03-2024,paid,4
1704,Michael Brown  ,maria@email.com,Home & Garden,207.4079084899922,7,2023-11-20,Unknown,2
1312,Emma Wilson,alice@invalid,books,95.6919042162201,2,2024-01-01,Unknown,2
1723,  Bob Johnson  ,bob@email.com,Books,230.1813735994246,8,2024-01-15,PAID,1
