order_id,customer_name,email,category,price,quantity,order_date,payment_status,customer_rating
1371,Bob Johnson,jane@email.com,books,33.58998962939319,8.0,2024-01-01,paid,5.0
1199,Maria Garcia,john@email.com,books,277.26161600938366,3.0,2024-01-01,failed,5.0
1688,Maria Garcia,alice@invalid,books,209.48217967155756,6.0,2024/02/20,unknown,2.0
1585,Unknown Customer,jane@email.com,clothing,158.14329218223193,1.0,2024-01-15,unknown,1.0
1902,Bob Johnson,bob@email.com,books,319.15167721229005,4.0,2024-01-01,paid,4.0
1060,Maria Garcia,alice@invalid,electronics,350.8528917834354,2.0,2024/02/20,failed,2.0
1329,Michael Brown,alice@invalid,electronics,335.8426027032377,7.0,2023-11-20,failed,3.0
1313,Bob Johnson,maria@email.com,clothing,429.3112568638353,6.0,2026-12-31,unknown,4.0
1975,Bob Johnson,maria@email.com,home & garden,251.90335209527657,5.0,2026-12-31,pending,3.0
1300,Michael Brown,maria@email.com,home & garden,329.0623165920203,4.0,2024-01-15,paid,4.0
1278,Unknown Customer,john@email.com,electronics,101.83185260781528,6.0,2024-02-14,unknown,2.0
1602,Michael Brown,bob@email.com,home & garden,315.4689194981257,8.0,2026-12-31,paid,4.0
1440,Alice Wong,maria@email.com,electronics,403.2669829941083,5.0,15-03-2024,pending,1.0
1838,Maria Garcia,maria@email.com,clothing,389.25577529485366,9.0,15-03-2024,unknown,2.0
1571,Unknown Customer,john@email.com,clothing,415.08660627332887,5.0,2024-02-14,pending,1.0
1880,Maria Garcia,jane@email.com,electronics,189.18356664807197,8.0,2024-02-14,pending,2.0
1579,Jane Smith,maria@email.com,electronics,85.53107115745868,1.0,2026-12-31,pending,3.0
1024,Michael Brown,jane@email.com,clothing,88.43510112774077,6.0,2023-11-20,failed,2.0
1031,Maria Garcia,john@email.com,books,206.73221477203128,3.0,2024-02-14,refunded,4.0
1618,Michael Brown,john@email.com,electronics,71.16219884375568,9.0,2024-01-01,paid,5.0
1011,Alice Wong,bob@email.com,clothing,114.62056949222924,2.0,2023-11-20,unknown,2.0
1821,Emma Wilson,alice@invalid,home & garden,419.3853106136752,3.0,2026-12-31,paid,1.0
1297,Unknown Customer,bob@email.com,books,180.49129167526164,9.0,2023-11-20,unknown,3.0
1055,Emma Wilson,john@email.com,electronics,363.8147597193412,1.0,15-03-2024,paid,2.0
1210,Maria Garcia,john@email.com,electronics,380.8082377874312,5.0,2026-12-31,paid,4.0
1605,Emma Wilson,bob@email.com,electronics,108.64293283299229,4.0,2024-01-01,unknown,2.0
1693,Maria Garcia,jane@email.com,electronics,474.36713272259067,4.0,15-03-2024,failed,5.0
1663,Maria Garcia,jane@email.com,electronics,185.77060745433656,2.0,15-03-2024,paid,5.0
1867,Maria Garcia,alice@invalid,clothing,121.83532811191256,1.0,2026-12-31,refunded,1.0
1544,Jane Smith,alice@invalid,clothing,341.7891134701546,4.0,2026-12-31,pending,2.0
1494,Unknown Customer,maria@email.com,home & garden,364.746797178386,1.0,15-03-2024,failed,1.0
1591,John Doe,john@email.com,home & garden,483.5445190745396,1.0,2023-11-20,refunded,4.0
1742,Unknown Customer,alice@invalid,electronics,376.836164721838,5.0,2024-01-15,failed,4.0
1293,John Doe,john@email.com,clothing,414.7293242269601,8.0,2024/02/20,paid,4.0
1590,Maria Garcia,alice@invalid,electronics,142.4213691440838,3.0,2024-01-01,paid,1.0
1308,Jane Smith,maria@email.com,electronics,341.32700541696266,9.0,2026-12-31,failed,3.0
1680,Jane Smith,maria@email.com,electronics,332.6848526783269,8.0,2024-01-15,failed,3.0
1067,Bob Johnson,jane@email.com,books,245.67671604420065,1.0,2024-01-15,failed,5.0
1276,Bob Johnson,jane@email.com,home & garden,48.90922647508447,6.0,2023-11-20,failed,4.0
1068,John Doe,alice@invalid,electronics,324.73950769356145,7.0,2026-12-31,refunded,2.0
1715,Michael Brown,alice@invalid,clothing,323.83326066616354,2.0,15-03-2024,paid,1.0
1754,Jane Smith,jane@email.com,clothing,164.97237336736032,4.0,15-03-2024,paid,2.0
1452,Unknown Customer,alice@invalid,clothing,251.8378243666581,6.0,2026-12-31,unknown,4.0
1219,Michael Brown,maria@email.com,clothing,388.2861133918953,1.0,2024-01-01,failed,4.0
1437,Michael Brown,john@email.com,clothing,27.99346762540236,9.0,2024-01-15,refunded,2.0
1064,John Doe,bob@email.com,electronics,399.1566923257713,3.0,2024-02-14,pending,5.0
1827,Alice Wong,bob@email.com,books,212.68491071013128,8.0,2026-12-31,failed,2.0
1717,Alice Wong,bob@email.com,electronics,305.71161706125554,6.0,15-03-2024,unknown,2.0
1352,John Doe,jane@email.com,books,18.823212244222702,7.0,2024-01-15,paid,2.0
1636,Jane Smith,bob@email.com,books,292.8667243242343,4.0,2024/02/20,unknown,3.0
1645,Michael Brown,alice@invalid,electronics,63.53946305171449,2.0,2024-02-14,failed,1.0
1555,John Doe,jane@email.com,electronics,482.36852948767415,5.0,2026-12-31,unknown,2.0
1918,Bob Johnson,john@email.com,home & garden,228.31540298352652,8.0,2024-02-14,paid,4.0
1529,Jane Smith,alice@invalid,electronics,347.31845906114705,8.0,2024-02-14,unknown,2.0
1824,Emma Wilson,alice@invalid,electronics,175.2993179168554,7.0,2024-01-15,paid,3.0
1986,Jane Smith,alice@invalid,electronics,251.90335209527657,5.0,2024/02/20,failed,3.0
1087,Unknown Customer,jane@email.com,electronics,82.25173808607913,4.0,2024/02/20,pending,5.0
1433,Maria Garcia,maria@email.com,electronics,263.1205879385297,7.0,2024/02/20,unknown,4.0
1185,John Doe,bob@email.com,books,364.179008572157,9.0,2024-02-14,pending,5.0
1535,Alice Wong,bob@email.com,home & garden,179.47995576155014,2.0,2026-12-31,paid,4.0
1426,Maria Garcia,jane@email.com,electronics,486.0510185415148,3.0,15-03-2024,failed,5.0
1714,Bob Johnson,bob@email.com,clothing,120.75420892983986,6.0,2026-12-31,failed,3.0
1261,John Doe,john@email.com,electronics,257.55131905255274,6.0,2024/02/20,pending,5.0
1238,Unknown Customer,alice@invalid,electronics,400.9779382117881,8.0,2026-12-31,refunded,1.0
1560,Unknown Customer,john@email.com,electronics,88.41221886696508,5.0,2024/02/20,pending,5.0
1446,Alice Wong,maria@email.com,electronics,52.67545572992803,8.0,2023-11-20,unknown,4.0
1868,Unknown Customer,jane@email.com,electronics,130.83578113923207,4.0,2026-12-31,paid,2.0
1801,John Doe,jane@email.com,electronics,441.2768015815277,9.0,2024-01-01,pending,1.0
1850,Unknown Customer,alice@invalid,books,388.83951822014905,7.0,2023-11-20,failed,4.0
1056,Bob Johnson,bob@email.com,clothing,444.2359324278865,3.0,15-03-2024,pending,3.0
1216,Maria Garcia,bob@email.com,electronics,127.01014357695423,5.0,2026-12-31,refunded,2.0
1045,Bob Johnson,john@email.com,home & garden,109.21547448096634,2.0,2023-11-20,paid,1.0
1248,John Doe,john@email.com,electronics,145.6831988151264,5.0,15-03-2024,refunded,2.0
1722,Alice Wong,maria@email.com,books,256.5111358821198,8.0,2024/02/20,failed,3.0
1282,Bob Johnson,john@email.com,home & garden,358.0189713254226,9.0,15-03-2024,paid,1.0
1894,Maria Garcia,maria@email.com,electronics,459.5680631346752,5.0,15-03-2024,pending,4.0
1915,Bob Johnson,maria@email.com,clothing,222.07984108263997,1.0,2023-11-20,unknown,5.0
1811,Alice Wong,bob@email.com,home & garden,203.6141447296366,9.0,2024-01-01,paid,4.0
1245,Emma Wilson,alice@invalid,electronics,165.21322176308806,6.0,2024-02-14,refunded,5.0
1159,John Doe,maria@email.com,books,335.2569462260387,4.0,15-03-2024,pending,2.0
1978,Michael Brown,jane@email.com,home & garden,251.90335209527657,5.0,15-03-2024,failed,3.0
1430,Bob Johnson,bob@email.com,clothing,309.28223482712644,9.0,2024-02-14,paid,2.0
1942,Maria Garcia,alice@invalid,home & garden,472.4137804819082,3.0,2026-12-31,failed,3.0
1310,Unknown Customer,maria@email.com,clothing,346.30032637618774,6.0,2024/02/20,failed,2.0
1061,Alice Wong,bob@email.com,electronics,11.576949166096554,8.0,15-03-2024,unknown,5.0
1885,Michael Brown,alice@invalid,home & garden,392.8477093161795,9.0,2024-01-01,paid,3.0
1651,Emma Wilson,john@email.com,electronics,442.8977338631697,5.0,2024-02-14,paid,3.0
1866,John Doe,bob@email.com,clothing,42.19048088763923,2.0,2024/02/20,pending,3.0
1669,Maria Garcia,john@email.com,books,498.9322192841693,2.0,2023-11-20,paid,2.0
1690,Jane Smith,john@email.com,books,180.9220616450449,3.0,2024-02-14,unknown,3.0
1311,Michael Brown,alice@invalid,electronics,44.12416259957881,1.0,2023-11-20,pending,1.0
1362,John Doe,alice@invalid,clothing,57.301890395766,1.0,2026-12-31,failed,5.0
1480,Bob Johnson,jane@email.com,clothing,378.0772434261249,2.0,2026-12-31,pending,1.0
1111,Michael Brown,jane@email.com,electronics,417.531551401129,8.0,2024-01-15,unknown,1.0
1255,John Doe,john@email.com,electronics,84.5310987789137,3.0,2024-02-14,paid,2.0
1803,John Doe,bob@email.com,electronics,342.12846815192165,9.0,2026-12-31,failed,3.0
1678,Michael Brown,maria@email.com,books,379.1796819059148,6.0,15-03-2024,paid,5.0
1671,John Doe,maria@email.com,books,415.94995673006736,6.0,2023-11-20,paid,4.0
1527,Alice Wong,maria@email.com,home & garden,304.52634173211413,6.0,2024-02-14,failed,4.0
1138,John Doe,john@email.com,electronics,37.956813364114616,1.0,2024-01-15,paid,4.0
1366,Emma Wilson,jane@email.com,electronics,157.61997777240018,2.0,15-03-2024,failed,1.0
1943,Michael Brown,jane@email.com,books,480.4664461586692,8.0,2023-11-20,failed,1.0
1750,Jane Smith,alice@invalid,books,421.2758612544412,2.0,2024-01-01,pending,1.0
1200,Alice Wong,jane@email.com,electronics,40.51382188212395,2.0,2023-11-20,paid,5.0
1214,Emma Wilson,john@email.com,electronics,440.9951089262493,5.0,2024-01-01,refunded,4.0
1333,Bob Johnson,maria@email.com,home & garden,284.6159091804156,4.0,15-03-2024,unknown,4.0
1209,Unknown Customer,bob@email.com,clothing,171.8053817870338,5.0,2024/02/20,pending,5.0
1614,Jane Smith,maria@email.com,clothing,271.3594480950277,5.0,2024-02-14,paid,5.0
1536,Unknown Customer,maria@email.com,electronics,85.68527613942865,6.0,2024-01-01,pending,2.0
1837,Alice Wong,maria@email.com,electronics,162.81329037927276,8.0,2023-11-20,paid,2.0
1919,Bob Johnson,maria@email.com,books,112.50087804988463,8.0,2024-01-01,paid,4.0
1825,Michael Brown,jane@email.com,clothing,19.470539149624507,4.0,2023-11-20,pending,1.0
1142,John Doe,jane@email.com,books,454.064744455308,1.0,2024-02-14,failed,5.0
1926,Alice Wong,maria@email.com,clothing,480.7072180014679,5.0,15-03-2024,unknown,2.0
1656,Maria Garcia,maria@email.com,home & garden,19.366886270584374,3.0,2026-12-31,paid,1.0
1332,John Doe,jane@email.com,clothing,338.6588328338587,7.0,2024-02-14,paid,4.0
1665,John Doe,alice@invalid,electronics,146.592337483131,5.0,2024/02/20,paid,5.0
1250,Alice Wong,bob@email.com,electronics,78.94864874389162,4.0,2024-01-01,pending,4.0
1709,Michael Brown,maria@email.com,electronics,465.3217462796084,3.0,15-03-2024,pending,4.0
1735,Jane Smith,bob@email.com,electronics,389.9196136975364,3.0,2024/02/20,failed,4.0
1976,Jane Smith,alice@invalid,electronics,251.90335209527657,5.0,2024-01-01,pending,3.0
1050,Unknown Customer,john@email.com,clothing,159.7460655902053,7.0,2024/02/20,paid,3.0
1897,Unknown Customer,alice@invalid,home & garden,446.1691573240472,1.0,2026-12-31,unknown,5.0
1545,John Doe,bob@email.com,clothing,306.8318322318183,4.0,2023-11-20,paid,5.0
1351,Bob Johnson,john@email.com,clothing,404.4043206523049,1.0,2026-12-31,pending,5.0
1905,Alice Wong,john@email.com,books,479.3877193178175,4.0,2026-12-31,unknown,1.0
1537,Michael Brown,jane@email.com,electronics,22.46940235381793,4.0,15-03-2024,failed,1.0
1576,Unknown Customer,jane@email.com,books,198.90083332109197,9.0,2024/02/20,paid,4.0
1032,John Doe,jane@email.com,clothing,402.0347746625882,5.0,2023-11-20,failed,4.0
1232,Bob Johnson,alice@invalid,electronics,109.84556497256766,7.0,2024-01-01,paid,2.0
1193,John Doe,jane@email.com,electronics,473.3920920301383,9.0,2024-02-14,failed,5.0
1334,Alice Wong,alice@invalid,electronics,64.38483991460572,1.0,2024-01-01,paid,4.0
1004,Emma Wilson,john@email.com,clothing,492.488172367009,1.0,2024-01-01,failed,5.0
1205,Bob Johnson,maria@email.com,electronics,395.2763176981762,4.0,2024-01-15,unknown,1.0
1800,Alice Wong,alice@invalid,clothing,241.41808403986104,2.0,2024/02/20,refunded,1.0
1085,Emma Wilson,maria@email.com,clothing,263.4618376563886,6.0,2024-01-01,pending,3.0
1287,John Doe,jane@email.com,electronics,185.3211500094665,3.0,15-03-2024,unknown,2.0
1917,Jane Smith,maria@email.com,electronics,91.2173921118764,9.0,2024-02-14,paid,4.0
1923,John Doe,jane@email.com,electronics,398.6400082584023,7.0,2024-01-01,failed,2.0
1006,Michael Brown,bob@email.com,electronics,31.15513054053572,1.0,2024/02/20,paid,5.0
1466,Emma Wilson,john@email.com,electronics,412.387158449611,8.0,2024-01-15,failed,3.0
1098,Bob Johnson,bob@email.com,electronics,321.72690870703406,2.0,2024-01-01,unknown,3.0
1267,Bob Johnson,jane@email.com,books,91.31789869493466,9.0,2024/02/20,paid,1.0
1358,Michael Brown,maria@email.com,books,437.6493813874027,6.0,2024/02/20,refunded,5.0
1869,Emma Wilson,john@email.com,electronics,247.1977641579988,4.0,15-03-2024,refunded,3.0
1381,Michael Brown,alice@invalid,electronics,26.988430695976827,7.0,2024-01-01,paid,1.0
1632,Bob Johnson,alice@invalid,electronics,383.2811137750716,3.0,2024-01-01,pending,2.0
1382,Unknown Customer,maria@email.com,books,295.5753491909099,6.0,2023-11-20,refunded,4.0
1491,Michael Brown,bob@email.com,home & garden,457.510604312356,1.0,2024/02/20,failed,4.0
1119,Michael Brown,jane@email.com,clothing,422.5474477279863,1.0,15-03-2024,unknown,3.0
1901,Maria Garcia,maria@email.com,clothing,13.84237947823924,9.0,2024-02-14,failed,1.0
1524,Emma Wilson,jane@email.com,electronics,166.24474097735802,2.0,2024-02-14,paid,4.0
1010,Jane Smith,bob@email.com,electronics,410.7148116299031,5.0,2023-11-20,paid,1.0
1197,Jane Smith,bob@email.com,electronics,211.7651153764092,8.0,2024-01-15,paid,4.0
1604,Unknown Customer,john@email.com,home & garden,314.1236351140462,5.0,2024-01-01,refunded,3.0
1082,Bob Johnson,jane@email.com,home & garden,394.5995187846191,8.0,2024-02-14,pending,1.0
1784,Bob Johnson,jane@email.com,electronics,33.61114607271515,6.0,15-03-2024,failed,2.0
1798,Emma Wilson,maria@email.com,home & garden,113.87708680234245,5.0,2023-11-20,pending,5.0
1360,Alice Wong,bob@email.com,electronics,354.8061289557899,7.0,2026-12-31,refunded,4.0
1228,Unknown Customer,bob@email.com,books,412.83054869411046,1.0,2024-01-15,unknown,2.0
1797,Maria Garcia,john@email.com,clothing,426.6705205487488,7.0,2024-02-14,paid,4.0
1502,Maria Garcia,alice@invalid,books,154.56994675053656,9.0,2024/02/20,paid,3.0
1363,John Doe,john@email.com,electronics,128.5279758468311,6.0,2024-02-14,paid,5.0
1469,Maria Garcia,bob@email.com,home & garden,35.056336906629355,1.0,15-03-2024,refunded,4.0
1936,John Doe,maria@email.com,electronics,45.80996539323735,3.0,2024-01-15,paid,3.0
1008,Maria Garcia,bob@email.com,electronics,74.54709899273533,4.0,15-03-2024,pending,3.0
1156,Jane Smith,alice@invalid,home & garden,180.1982298668329,1.0,2026-12-31,failed,3.0
1542,Jane Smith,john@email.com,clothing,210.71815849866368,8.0,2023-11-20,unknown,3.0
1441,John Doe,maria@email.com,electronics,290.30383525095743,7.0,2026-12-31,unknown,5.0
1423,Unknown Customer,bob@email.com,clothing,32.367885296168026,5.0,2026-12-31,refunded,1.0
1779,Michael Brown,bob@email.com,electronics,354.2448457520554,2.0,15-03-2024,failed,5.0
1335,Unknown Customer,jane@email.com,clothing,229.05721646514849,9.0,2023-11-20,unknown,4.0
1577,Maria Garcia,john@email.com,books,176.78968108470778,8.0,2026-12-31,failed,3.0
1935,Michael Brown,jane@email.com,electronics,300.8448583356051,5.0,2024-01-15,paid,4.0
1568,Michael Brown,maria@email.com,electronics,163.84369151490287,5.0,15-03-2024,pending,3.0
1595,Bob Johnson,alice@invalid,clothing,78.2063836593908,6.0,2024-01-01,failed,1.0
1708,Michael Brown,jane@email.com,clothing,403.7065442154735,6.0,2024/02/20,failed,5.0
1229,John Doe,jane@email.com,books,196.40580367870555,4.0,2023-11-20,unknown,5.0
1213,Maria Garcia,john@email.com,books,440.1367382945,1.0,2024-01-01,paid,1.0
1080,Bob Johnson,john@email.com,electronics,38.68995532954981,5.0,2024-02-14,paid,2.0
1149,John Doe,jane@email.com,clothing,248.9098848999583,4.0,2026-12-31,paid,5.0
1303,Alice Wong,alice@invalid,books,422.30930101153234,9.0,2024/02/20,failed,5.0
1778,Michael Brown,jane@email.com,home & garden,475.8786267883556,4.0,2024-01-15,pending,5.0
1507,Michael Brown,alice@invalid,home & garden,283.73477426070843,6.0,15-03-2024,unknown,3.0
1486,Unknown Customer,maria@email.com,home & garden,342.5482787695568,7.0,2023-11-20,refunded,3.0
1712,Jane Smith,bob@email.com,electronics,167.53289361146216,5.0,15-03-2024,unknown,2.0
1704,Michael Brown,maria@email.com,home & garden,207.4079084899922,7.0,2023-11-20,unknown,2.0
1312,Emma Wilson,alice@invalid,books,95.6919042162201,2.0,2024-01-01,unknown,2.0
1723,Bob Johnson,bob@email.com,books,230.1813735994246,8.0,2024-01-15,paid,1.0
1707,Bob Johnson,maria@email.com,electronics,147.69220446526967,4.0,15-03-2024,paid,3.0
1873,Jane Smith,jane@email.com,books,479.3170024842199,1.0,2023-11-20,paid,4.0
1478,Michael Brown,bob@email.com,electronics,69.3022502377446,6.0,2026-12-31,paid,4.0
1405,Michael Brown,bob@email.com,electronics,319.34070101507444,5.0,2024-02-14,refunded,3.0
1173,Alice Wong,jane@email.com,home & garden,486.2826115194532,9.0,2026-12-31,refunded,5.0
1126,Michael Brown,maria@email.com,clothing,366.69026041714494,1.0,2024/02/20,unknown,5.0
1395,Alice Wong,bob@email.com,books,290.1684525036779,5.0,2023-11-20,paid,4.0
1553,Maria Garcia,bob@email.com,home & garden,23.49299273603809,8.0,2024-02-14,failed,3.0
1091,Michael Brown,alice@invalid,home & garden,118.09985682849351,4.0,2026-12-31,unknown,3.0
1940,Jane Smith,alice@invalid,books,398.3716069813078,1.0,2024-01-01,unknown,2.0
1182,Emma Wilson,jane@email.com,clothing,266.46154657343953,8.0,2024/02/20,refunded,3.0
1070,Unknown Customer,bob@email.com,home & garden,294.1920558397843,8.0,2024/02/20,failed,5.0
1292,Alice Wong,bob@email.com,books,358.8868699620826,5.0,2023-11-20,paid,1.0
1132,Maria Garcia,maria@email.com,electronics,309.01032324404423,9.0,2024-02-14,paid,2.0
1425,Michael Brown,john@email.com,home & garden,145.63901081773983,6.0,2024/02/20,pending,1.0
1145,Michael Brown,john@email.com,electronics,382.10514858480224,9.0,2023-11-20,pending,3.0
1424,Alice Wong,jane@email.com,clothing,78.61180780112566,9.0,15-03-2024,pending,1.0
1581,Unknown Customer,john@email.com,home & garden,275.43535808090195,2.0,2024-02-14,unknown,1.0
1136,Maria Garcia,jane@email.com,electronics,478.7411643308944,7.0,2024/02/20,refunded,5.0
1451,Unknown Customer,maria@email.com,books,438.3690370957361,2.0,2024/02/20,failed,4.0
1029,Michael Brown,john@email.com,electronics,495.9868761611881,5.0,15-03-2024,unknown,3.0
1389,John Doe,bob@email.com,clothing,66.31716855918775,2.0,2024-01-15,paid,3.0
1853,Maria Garcia,alice@invalid,home & garden,192.15225450410185,6.0,2024-02-14,paid,3.0
1174,Bob Johnson,bob@email.com,electronics,308.1783636212686,1.0,15-03-2024,failed,2.0
1479,John Doe,alice@invalid,home & garden,215.28441719186296,1.0,2024-01-01,failed,4.0
1074,Jane Smith,john@email.com,home & garden,341.4692892409175,5.0,2024-02-14,paid,1.0
1911,Alice Wong,jane@email.com,electronics,144.60486937346707,1.0,2024-01-15,pending,3.0
1239,Alice Wong,maria@email.com,electronics,204.0255316046029,2.0,2024-02-14,failed,5.0
1793,Maria Garcia,jane@email.com,electronics,35.65395989186148,1.0,2026-12-31,failed,5.0
1235,Bob Johnson,maria@email.com,electronics,398.49866532658126,6.0,2024-01-01,unknown,4.0
1924,Emma Wilson,maria@email.com,electronics,428.35461163528686,1.0,2024/02/20,unknown,2.0
1501,Emma Wilson,alice@invalid,clothing,216.7967874625431,6.0,15-03-2024,unknown,4.0
1775,Jane Smith,bob@email.com,clothing,336.5288526533212,4.0,2024-02-14,unknown,1.0
1042,Emma Wilson,alice@invalid,home & garden,382.885472413766,4.0,2024/02/20,refunded,3.0
1697,Emma Wilson,alice@invalid,books,156.7871821973982,6.0,2024-02-14,pending,2.0
1109,Unknown Customer,bob@email.com,electronics,22.83638718071175,6.0,2024-02-14,paid,4.0
1589,Bob Johnson,jane@email.com,electronics,177.79950962900955,6.0,2024/02/20,paid,3.0
1057,Michael Brown,maria@email.com,home & garden,300.5917237515242,8.0,2023-11-20,unknown,4.0
1758,Alice Wong,john@email.com,home & garden,422.9288320586719,4.0,2024/02/20,failed,2.0
1025,Bob Johnson,alice@invalid,books,236.16316246569704,2.0,2024/02/20,paid,2.0
1468,John Doe,bob@email.com,books,321.8366713898694,9.0,2024-01-01,paid,1.0
1540,Jane Smith,maria@email.com,home & garden,176.89604162483292,3.0,2026-12-31,paid,3.0
1339,Bob Johnson,bob@email.com,electronics,196.39626899550072,2.0,2024-02-14,failed,1.0
1052,Unknown Customer,maria@email.com,books,498.2038254373512,4.0,2023-11-20,pending,4.0
1508,Alice Wong,bob@email.com,books,178.15200305460257,9.0,2024-02-14,paid,2.0
1517,Michael Brown,jane@email.com,home & garden,396.6027283611887,9.0,2024-01-01,failed,3.0
1921,Maria Garcia,bob@email.com,electronics,423.3883353853937,8.0,15-03-2024,paid,4.0
1782,Alice Wong,john@email.com,electronics,393.0936930390184,8.0,2023-11-20,pending,4.0
1265,Alice Wong,john@email.com,clothing,337.2807994137773,6.0,15-03-2024,paid,1.0
1711,Emma Wilson,maria@email.com,electronics,453.9943910449236,2.0,2024/02/20,failed,1.0
1683,Emma Wilson,bob@email.com,home & garden,310.66601597635463,5.0,2026-12-31,paid,5.0
1833,Alice Wong,maria@email.com,clothing,237.4066281322169,9.0,2024-02-14,pending,2.0
1519,Michael Brown,alice@invalid,clothing,401.20636685399273,5.0,2024/02/20,refunded,5.0
1019,Michael Brown,maria@email.com,home & garden,286.8607765009179,9.0,2024-01-15,failed,2.0
1484,Unknown Customer,bob@email.com,clothing,471.44559869327327,8.0,2023-11-20,paid,1.0
1569,Emma Wilson,john@email.com,electronics,445.3177994312538,4.0,2024-02-14,paid,5.0
1434,Michael Brown,maria@email.com,electronics,12.697841588606202,1.0,2024-01-15,refunded,1.0
1368,Jane Smith,maria@email.com,books,155.64652577722242,5.0,2026-12-31,paid,2.0
1084,Michael Brown,maria@email.com,home & garden,396.42133268947913,7.0,2024-01-15,paid,2.0
1062,Emma Wilson,maria@email.com,electronics,313.59877535532195,8.0,2023-11-20,pending,4.0
1286,Alice Wong,jane@email.com,home & garden,235.0399466148748,1.0,2024-01-15,failed,2.0
1361,Bob Johnson,alice@invalid,electronics,274.94225355600605,1.0,2026-12-31,failed,1.0
1355,Michael Brown,bob@email.com,electronics,159.32803673920532,3.0,2024-01-01,refunded,3.0
1457,Unknown Customer,bob@email.com,electronics,203.34227704284675,3.0,2024/02/20,pending,5.0
1183,Unknown Customer,bob@email.com,electronics,66.23674721591655,3.0,2024-01-01,unknown,2.0
1369,Alice Wong,jane@email.com,home & garden,156.9603646384225,2.0,2024-02-14,paid,1.0
1882,Unknown Customer,alice@invalid,home & garden,105.95821122579233,7.0,2024-01-15,failed,1.0
1583,Bob Johnson,alice@invalid,clothing,418.4884813494169,7.0,2026-12-31,refunded,3.0
1177,Alice Wong,alice@invalid,electronics,84.11094608011793,3.0,2023-11-20,failed,4.0
1674,Unknown Customer,maria@email.com,electronics,371.55606409514974,6.0,2024-01-01,pending,3.0
1586,Emma Wilson,maria@email.com,books,137.0740996853763,6.0,2024-01-01,unknown,5.0
1874,John Doe,bob@email.com,clothing,471.934916356115,1.0,15-03-2024,paid,3.0
1886,Maria Garcia,alice@invalid,clothing,293.3662157159767,7.0,2024-01-01,paid,3.0
1670,Emma Wilson,maria@email.com,home & garden,341.64243644012384,4.0,2024-01-15,unknown,3.0
1376,Bob Johnson,maria@email.com,books,447.2282240884296,2.0,2024-01-01,paid,1.0
1413,Unknown Customer,bob@email.com,clothing,329.5898871772815,8.0,2023-11-20,pending,5.0
1075,Maria Garcia,alice@invalid,electronics,404.4446098435772,9.0,2024/02/20,refunded,1.0
1114,Unknown Customer,maria@email.com,clothing,156.3755310584988,2.0,2024-01-15,pending,2.0
1599,Bob Johnson,maria@email.com,home & garden,206.87161232061888,7.0,15-03-2024,unknown,4.0
1105,Jane Smith,maria@email.com,electronics,298.0069868224772,7.0,2024/02/20,paid,1.0
1526,Emma Wilson,john@email.com,books,191.8744874844375,6.0,2024-02-14,paid,5.0
1458,Michael Brown,john@email.com,clothing,216.69580748402737,4.0,2024-01-01,failed,2.0
1931,Emma Wilson,jane@email.com,clothing,490.7604285779928,6.0,2024-02-14,failed,5.0
1337,Maria Garcia,bob@email.com,clothing,433.6361686661083,2.0,2024-02-14,paid,5.0
1934,John Doe,bob@email.com,books,224.1279839761542,6.0,2024-02-14,failed,1.0
1606,Alice Wong,maria@email.com,electronics,203.61749419951613,1.0,2026-12-31,pending,3.0
